Fragment_length	Missing_sites	GCGC-GCGC	Sum
1607	0	200	200
1608	0	191	191
1609	0	187	187
1610	0	203	203
1611	0	193	193
1612	0	194	194
1613	0	192	192
1614	0	208	208
1615	0	212	212
1616	0	201	201
1617	0	214	214
1618	0	193	193
1619	0	213	213
1620	0	211	211
1621	0	194	194
1622	0	184	184
1623	0	195	195
1624	0	198	198
1625	0	235	235
1626	0	173	173
1627	0	193	193
1628	0	205	205
1629	0	201	201
1630	0	207	207
1631	0	197	197
1632	0	196	196
1633	0	198	198
1634	0	199	199
1635	0	184	184
1636	0	189	189
1637	0	189	189
1638	0	209	209
1639	0	199	199
1640	0	206	206
1641	0	183	183
1642	0	168	168
1643	0	184	184
1644	0	180	180
1645	0	198	198
1646	0	184	184
1647	0	188	188
1648	0	199	199
1649	0	197	197
1650	0	208	208
1651	0	185	185
1652	0	199	199
1653	0	205	205
1654	0	209	209
1655	0	169	169
1656	0	197	197
1657	0	174	174
1658	0	192	192
1659	0	186	186
1660	0	192	192
1661	0	185	185
1662	0	187	187
1663	0	194	194
1664	0	190	190
1665	0	170	170
1666	0	194	194
1667	0	162	162
1668	0	192	192
1669	0	225	225
1670	0	168	168
1671	0	192	192
1672	0	183	183
1673	0	186	186
1674	0	180	180
1675	0	199	199
1676	0	178	178
1677	0	184	184
1678	0	205	205
1679	0	188	188
1680	0	211	211
1681	0	212	212
1682	0	197	197
1683	0	169	169
1684	0	191	191
1685	0	207	207
1686	0	184	184
1687	0	200	200
1688	0	183	183
1689	0	193	193
1690	0	186	186
1691	0	164	164
1692	0	184	184
1693	0	174	174
1694	0	191	191
1695	0	189	189
1696	0	181	181
1697	0	191	191
1698	0	192	192
1699	0	200	200
1700	0	191	191
1701	0	200	200
1702	0	200	200
1703	0	216	216
1704	0	195	195
1705	0	199	199
1706	0	205	205
1707	0	194	194
1708	0	182	182
1709	0	200	200
1710	0	166	166
1711	0	178	178
1712	0	187	187
1713	0	185	185
1714	0	204	204
1715	0	209	209
1716	0	165	165
1717	0	215	215
1718	0	176	176
1719	0	185	185
1720	0	180	180
1721	0	197	197
1722	0	185	185
1723	0	176	176
1724	0	206	206
1725	0	194	194
1726	0	194	194
1727	0	168	168
1728	0	211	211
1729	0	192	192
1730	0	183	183
1731	0	181	181
1732	0	199	199
1733	0	201	201
1734	0	179	179
1735	0	198	198
1736	0	193	193
1737	0	205	205
1738	0	187	187
1739	0	185	185
1740	0	168	168
1741	0	170	170
1742	0	222	222
1743	0	166	166
1744	0	193	193
1745	0	172	172
1746	0	198	198
1747	0	189	189
1748	0	168	168
1749	0	211	211
1750	0	186	186
1751	0	166	166
1752	0	167	167
1753	0	195	195
1754	0	194	194
1755	0	219	219
1756	0	151	151
1757	0	165	165
1758	0	173	173
1759	0	158	158
1760	0	177	177
1761	0	181	181
1762	0	207	207
1763	0	168	168
1764	0	166	166
1765	0	175	175
1766	0	170	170
1767	0	190	190
1768	0	188	188
1769	0	184	184
1770	0	173	173
1771	0	169	169
1772	0	186	186
1773	0	158	158
1774	0	195	195
1775	0	181	181
1776	0	189	189
1777	0	184	184
1778	0	174	174
1779	0	186	186
1780	0	186	186
1781	0	168	168
1782	0	156	156
1783	0	194	194
1784	0	197	197
1785	0	162	162
1786	0	186	186
1787	0	190	190
1788	0	180	180
1789	0	183	183
1790	0	168	168
1791	0	185	185
1792	0	192	192
1793	0	157	157
1794	0	186	186
1795	0	179	179
1796	0	164	164
1797	0	170	170
1798	0	176	176
1799	0	165	165
1800	0	167	167
1801	0	174	174
1802	0	179	179
1803	0	188	188
1804	0	183	183
1805	0	176	176
1806	0	177	177
1807	0	132	132
1808	0	171	171
1809	0	195	195
1810	0	174	174
1811	0	169	169
1812	0	179	179
1813	0	171	171
1814	0	171	171
1815	0	177	177
1816	0	192	192
1817	0	176	176
1818	0	188	188
1819	0	167	167
1820	0	174	174
1821	0	176	176
1822	0	186	186
1823	0	166	166
1824	0	179	179
1825	0	171	171
1826	0	164	164
1827	0	157	157
1828	0	165	165
1829	0	163	163
1830	0	178	178
1831	0	177	177
1832	0	197	197
1833	0	158	158
1834	0	200	200
1835	0	192	192
1836	0	137	137
1837	0	172	172
1838	0	175	175
1839	0	165	165
1840	0	169	169
1841	0	187	187
1842	0	173	173
1843	0	157	157
1844	0	180	180
1845	0	156	156
1846	0	154	154
1847	0	167	167
1848	0	176	176
1849	0	161	161
1850	0	170	170
1851	0	169	169
1852	0	170	170
1853	0	184	184
1854	0	146	146
1855	0	156	156
1856	0	172	172
1857	0	188	188
1858	0	176	176
1859	0	168	168
1860	0	172	172
1861	0	159	159
1862	0	146	146
1863	0	189	189
1864	0	147	147
1865	0	170	170
1866	0	180	180
1867	0	186	186
1868	0	176	176
1869	0	162	162
1870	0	195	195
1871	0	167	167
1872	0	168	168
1873	0	160	160
1874	0	193	193
1875	0	183	183
1876	0	166	166
1877	0	187	187
1878	0	149	149
1879	0	171	171
1880	0	171	171
1881	0	165	165
1882	0	177	177
1883	0	166	166
1884	0	173	173
1885	0	174	174
1886	0	164	164
1887	0	152	152
1888	0	156	156
1889	0	168	168
1890	0	163	163
1891	0	168	168
1892	0	171	171
1893	0	189	189
1894	0	144	144
1895	0	151	151
1896	0	182	182
1897	0	177	177
1898	0	167	167
1899	0	162	162
1900	0	148	148
1901	0	184	184
1902	0	142	142
1903	0	183	183
1904	0	178	178
1905	0	168	168
1906	0	165	165
1907	0	166	166
1908	0	159	159
1909	0	175	175
1910	0	165	165
1911	0	183	183
1912	0	168	168
1913	0	168	168
1914	0	172	172
1915	0	131	131
1916	0	157	157
1917	0	172	172
1918	0	154	154
1919	0	178	178
1920	0	166	166
1921	0	174	174
1922	0	173	173
1923	0	159	159
1924	0	149	149
1925	0	166	166
1926	0	149	149
1927	0	167	167
1928	0	163	163
1929	0	177	177
1930	0	155	155
1931	0	165	165
1932	0	174	174
1933	0	151	151
1934	0	190	190
1935	0	182	182
1936	0	163	163
1937	0	158	158
1938	0	170	170
1939	0	149	149
1940	0	143	143
1941	0	168	168
1942	0	164	164
1943	0	156	156
1944	0	188	188
1945	0	184	184
1946	0	165	165
1947	0	144	144
1948	0	166	166
1949	0	177	177
1950	0	155	155
1951	0	177	177
1952	0	173	173
1953	0	153	153
1954	0	143	143
1955	0	143	143
1956	0	152	152
1957	0	171	171
1958	0	157	157
1959	0	148	148
1960	0	145	145
1961	0	144	144
1962	0	166	166
1963	0	156	156
1964	0	162	162
1965	0	151	151
1966	0	150	150
1967	0	158	158
1968	0	168	168
1969	0	137	137
1970	0	167	167
1971	0	145	145
1972	0	175	175
1973	0	150	150
1974	0	148	148
1975	0	158	158
1976	0	131	131
1977	0	201	201
1978	0	151	151
1979	0	169	169
1980	0	156	156
1981	0	170	170
1982	0	148	148
1983	0	159	159
1984	0	174	174
1985	0	141	141
1986	0	162	162
1987	0	177	177
1988	0	153	153
1989	0	157	157
1990	0	162	162
1991	0	146	146
1992	0	165	165
1993	0	163	163
1994	0	152	152
1995	0	153	153
1996	0	166	166
1997	0	136	136
1998	0	158	158
1999	0	165	165
2000	0	165	165
2001	0	164	164
2002	0	181	181
2003	0	153	153
2004	0	155	155
2005	0	174	174
2006	0	152	152
2007	0	146	146
2008	0	138	138
2009	0	161	161
2010	0	159	159
2011	0	160	160
2012	0	175	175
2013	0	150	150
2014	0	170	170
2015	0	160	160
2016	0	166	166
2017	0	177	177
2018	0	155	155
2019	0	139	139
2020	0	145	145
2021	0	134	134
2022	0	134	134
2023	0	172	172
2024	0	178	178
2025	0	147	147
2026	0	149	149
2027	0	149	149
2028	0	166	166
2029	0	158	158
2030	0	142	142
2031	0	177	177
2032	0	158	158
2033	0	174	174
2034	0	133	133
2035	0	150	150
2036	0	136	136
2037	0	150	150
2038	0	152	152
2039	0	167	167
2040	0	167	167
2041	0	133	133
2042	0	146	146
2043	0	161	161
2044	0	179	179
2045	0	139	139
2046	0	169	169
2047	0	156	156
2048	0	163	163
2049	0	154	154
2050	0	140	140
2051	0	146	146
2052	0	158	158
2053	0	143	143
2054	0	137	137
2055	0	175	175
2056	0	155	155
2057	0	134	134
2058	0	143	143
2059	0	172	172
2060	0	138	138
2061	0	167	167
2062	0	155	155
2063	0	167	167
2064	0	138	138
2065	0	136	136
2066	0	167	167
2067	0	164	164
2068	0	148	148
2069	0	156	156
2070	0	161	161
2071	0	155	155
2072	0	147	147
2073	0	152	152
2074	0	140	140
2075	0	156	156
2076	0	167	167
2077	0	149	149
2078	0	155	155
2079	0	147	147
2080	0	145	145
2081	0	120	120
2082	0	148	148
2083	0	138	138
2084	0	161	161
2085	0	147	147
2086	0	177	177
2087	0	152	152
2088	0	147	147
2089	0	157	157
2090	0	152	152
2091	0	141	141
2092	0	142	142
2093	0	165	165
2094	0	161	161
2095	0	134	134
2096	0	138	138
2097	0	150	150
2098	0	163	163
2099	0	144	144
2100	0	144	144
2101	0	148	148
2102	0	146	146
2103	0	164	164
2104	0	123	123
2105	0	132	132
2106	0	157	157
2107	0	130	130
2108	0	135	135
2109	0	144	144
2110	0	157	157
2111	0	155	155
2112	0	164	164
2113	0	150	150
2114	0	144	144
2115	0	148	148
2116	0	162	162
2117	0	149	149
2118	0	125	125
2119	0	126	126
2120	0	139	139
2121	0	153	153
2122	0	144	144
2123	0	166	166
2124	0	130	130
2125	0	132	132
2126	0	128	128
2127	0	141	141
2128	0	128	128
2129	0	141	141
2130	0	152	152
2131	0	123	123
2132	0	149	149
2133	0	163	163
2134	0	139	139
2135	0	140	140
2136	0	135	135
2137	0	119	119
2138	0	138	138
2139	0	130	130
2140	0	160	160
2141	0	135	135
2142	0	138	138
2143	0	159	159
2144	0	129	129
2145	0	146	146
2146	0	149	149
2147	0	147	147
2148	0	122	122
2149	0	131	131
2150	0	166	166
2151	0	163	163
2152	0	148	148
2153	0	147	147
2154	0	149	149
2155	0	135	135
2156	0	152	152
2157	0	144	144
2158	0	144	144
2159	0	145	145
2160	0	146	146
2161	0	161	161
2162	0	137	137
2163	0	176	176
2164	0	147	147
2165	0	137	137
2166	0	131	131
2167	0	145	145
2168	0	154	154
2169	0	151	151
2170	0	130	130
2171	0	155	155
2172	0	153	153
2173	0	156	156
2174	0	149	149
2175	0	140	140
2176	0	154	154
2177	0	134	134
2178	0	145	145
2179	0	145	145
2180	0	123	123
2181	0	161	161
2182	0	128	128
2183	0	136	136
2184	0	136	136
2185	0	144	144
2186	0	126	126
2187	0	126	126
2188	0	146	146
2189	0	128	128
2190	0	163	163
2191	0	159	159
2192	0	142	142
2193	0	132	132
2194	0	125	125
2195	0	142	142
2196	0	153	153
2197	0	148	148
2198	0	156	156
2199	0	124	124
2200	0	127	127
2201	0	148	148
2202	0	113	113
2203	0	148	148
2204	0	145	145
2205	0	145	145
2206	0	142	142
2207	0	142	142
2208	0	138	138
2209	0	146	146
2210	0	134	134
2211	0	132	132
2212	0	138	138
2213	0	130	130
2214	0	137	137
2215	0	135	135
2216	0	127	127
2217	0	137	137
2218	0	144	144
2219	0	126	126
2220	0	116	116
2221	0	133	133
2222	0	137	137
2223	0	140	140
2224	0	143	143
2225	0	109	109
2226	0	114	114
2227	0	151	151
2228	0	152	152
2229	0	125	125
2230	0	149	149
2231	0	149	149
2232	0	150	150
2233	0	142	142
2234	0	124	124
2235	0	120	120
2236	0	129	129
2237	0	139	139
2238	0	126	126
2239	0	133	133
2240	0	118	118
2241	0	122	122
2242	0	134	134
2243	0	153	153
2244	0	137	137
2245	0	137	137
2246	0	137	137
2247	0	173	173
2248	0	134	134
2249	0	119	119
2250	0	146	146
2251	0	133	133
2252	0	159	159
2253	0	144	144
2254	0	150	150
2255	0	153	153
2256	0	140	140
2257	0	128	128
2258	0	137	137
2259	0	139	139
2260	0	129	129
2261	0	111	111
2262	0	126	126
2263	0	122	122
2264	0	137	137
2265	0	130	130
2266	0	131	131
2267	0	145	145
2268	0	135	135
2269	0	127	127
2270	0	128	128
2271	0	127	127
2272	0	133	133
2273	0	136	136
2274	0	132	132
2275	0	129	129
2276	0	146	146
2277	0	147	147
2278	0	122	122
2279	0	147	147
2280	0	118	118
2281	0	146	146
2282	0	130	130
2283	0	125	125
2284	0	125	125
2285	0	116	116
2286	0	148	148
2287	0	135	135
2288	0	139	139
2289	0	145	145
2290	0	122	122
2291	0	130	130
2292	0	121	121
2293	0	121	121
2294	0	125	125
2295	0	146	146
2296	0	136	136
2297	0	131	131
2298	0	117	117
2299	0	127	127
2300	0	123	123
2301	0	130	130
2302	0	139	139
2303	0	136	136
2304	0	114	114
2305	0	140	140
2306	0	113	113
2307	0	121	121
2308	0	160	160
2309	0	115	115
2310	0	132	132
2311	0	113	113
2312	0	136	136
2313	0	127	127
2314	0	132	132
2315	0	130	130
2316	0	141	141
2317	0	125	125
2318	0	134	134
2319	0	127	127
2320	0	130	130
2321	0	158	158
2322	0	152	152
2323	0	126	126
2324	0	144	144
2325	0	135	135
2326	0	125	125
2327	0	124	124
2328	0	144	144
2329	0	128	128
2330	0	147	147
2331	0	139	139
2332	0	145	145
2333	0	136	136
2334	0	131	131
2335	0	107	107
2336	0	98	98
2337	0	121	121
2338	0	134	134
2339	0	130	130
2340	0	129	129
2341	0	133	133
2342	0	145	145
2343	0	125	125
2344	0	144	144
2345	0	122	122
2346	0	128	128
2347	0	137	137
2348	0	134	134
2349	0	121	121
2350	0	113	113
2351	0	137	137
2352	0	118	118
2353	0	117	117
2354	0	143	143
2355	0	121	121
2356	0	139	139
2357	0	119	119
2358	0	136	136
2359	0	137	137
2360	0	136	136
2361	0	140	140
2362	0	131	131
2363	0	138	138
2364	0	122	122
2365	0	132	132
2366	0	116	116
2367	0	147	147
2368	0	137	137
2369	0	130	130
2370	0	98	98
2371	0	150	150
2372	0	133	133
2373	0	145	145
2374	0	125	125
2375	0	129	129
2376	0	128	128
2377	0	135	135
2378	0	129	129
2379	0	115	115
2380	0	128	128
2381	0	140	140
2382	0	134	134
2383	0	132	132
2384	0	144	144
2385	0	137	137
2386	0	120	120
2387	0	131	131
2388	0	133	133
2389	0	132	132
2390	0	140	140
2391	0	134	134
2392	0	113	113
2393	0	113	113
2394	0	140	140
2395	0	103	103
2396	0	136	136
2397	0	121	121
2398	0	133	133
2399	0	126	126
2400	0	121	121
2401	0	135	135
2402	0	130	130
2403	0	120	120
2404	0	130	130
2405	0	112	112
2406	0	138	138
2407	0	121	121
2408	0	108	108
2409	0	129	129
2410	0	125	125
2411	0	130	130
2412	0	143	143
2413	0	122	122
2414	0	121	121
2415	0	142	142
2416	0	106	106
2417	0	119	119
2418	0	113	113
2419	0	130	130
2420	0	122	122
2421	0	124	124
2422	0	114	114
2423	0	117	117
2424	0	143	143
2425	0	124	124
2426	0	132	132
2427	0	120	120
2428	0	122	122
2429	0	123	123
2430	0	143	143
2431	0	140	140
2432	0	132	132
2433	0	101	101
2434	0	123	123
2435	0	123	123
2436	0	127	127
2437	0	126	126
2438	0	116	116
2439	0	135	135
2440	0	127	127
2441	0	117	117
2442	0	130	130
2443	0	126	126
2444	0	124	124
2445	0	133	133
2446	0	132	132
2447	0	144	144
2448	0	136	136
2449	0	135	135
2450	0	108	108
2451	0	136	136
2452	0	133	133
2453	0	106	106
2454	0	121	121
2455	0	120	120
2456	0	108	108
2457	0	122	122
2458	0	129	129
2459	0	110	110
2460	0	116	116
2461	0	134	134
2462	0	115	115
2463	0	118	118
2464	0	110	110
2465	0	112	112
2466	0	100	100
2467	0	106	106
2468	0	146	146
2469	0	110	110
2470	0	115	115
2471	0	129	129
2472	0	114	114
2473	0	133	133
2474	0	109	109
2475	0	112	112
2476	0	131	131
2477	0	123	123
2478	0	123	123
2479	0	112	112
2480	0	118	118
2481	0	116	116
2482	0	119	119
2483	0	122	122
2484	0	113	113
2485	0	122	122
2486	0	111	111
2487	0	118	118
2488	0	104	104
2489	0	131	131
2490	0	114	114
2491	0	108	108
2492	0	96	96
2493	0	134	134
2494	0	136	136
2495	0	136	136
2496	0	121	121
2497	0	133	133
2498	0	123	123
2499	0	120	120
2500	0	129	129
2501	0	118	118
2502	0	128	128
2503	0	121	121
2504	0	128	128
2505	0	134	134
2506	0	126	126
2507	0	139	139
2508	0	115	115
2509	0	111	111
2510	0	126	126
2511	0	101	101
2512	0	151	151
2513	0	122	122
2514	0	109	109
2515	0	101	101
2516	0	114	114
2517	0	108	108
2518	0	119	119
2519	0	123	123
2520	0	118	118
2521	0	128	128
2522	0	123	123
2523	0	118	118
2524	0	125	125
2525	0	131	131
2526	0	103	103
2527	0	114	114
2528	0	103	103
2529	0	124	124
2530	0	116	116
2531	0	107	107
2532	0	111	111
2533	0	132	132
2534	0	106	106
2535	0	121	121
2536	0	113	113
2537	0	121	121
2538	0	97	97
2539	0	119	119
2540	0	113	113
2541	0	100	100
2542	0	119	119
2543	0	135	135
2544	0	123	123
2545	0	120	120
2546	0	97	97
2547	0	117	117
2548	0	115	115
2549	0	128	128
2550	0	122	122
2551	0	132	132
2552	0	123	123
2553	0	123	123
2554	0	98	98
2555	0	102	102
2556	0	112	112
2557	0	121	121
2558	0	117	117
2559	0	125	125
2560	0	108	108
2561	0	118	118
2562	0	118	118
2563	0	111	111
2564	0	127	127
2565	0	119	119
2566	0	115	115
2567	0	115	115
2568	0	116	116
2569	0	111	111
2570	0	125	125
2571	0	113	113
2572	0	110	110
2573	0	124	124
2574	0	118	118
2575	0	125	125
2576	0	119	119
2577	0	105	105
2578	0	120	120
2579	0	114	114
2580	0	132	132
2581	0	125	125
2582	0	125	125
2583	0	132	132
2584	0	112	112
2585	0	108	108
2586	0	130	130
2587	0	100	100
2588	0	135	135
2589	0	122	122
2590	0	125	125
2591	0	99	99
2592	0	121	121
2593	0	114	114
2594	0	129	129
2595	0	104	104
2596	0	102	102
2597	0	126	126
2598	0	117	117
2599	0	117	117
2600	0	100	100
2601	0	93	93
2602	0	129	129
2603	0	100	100
2604	0	121	121
2605	0	107	107
2606	0	132	132
2607	0	118	118
2608	0	137	137
2609	0	102	102
2610	0	117	117
2611	0	112	112
2612	0	105	105
2613	0	89	89
2614	0	138	138
2615	0	118	118
2616	0	123	123
2617	0	106	106
2618	0	124	124
2619	0	115	115
2620	0	123	123
2621	0	120	120
2622	0	118	118
2623	0	95	95
2624	0	103	103
2625	0	114	114
2626	0	123	123
2627	0	112	112
2628	0	142	142
2629	0	133	133
2630	0	108	108
2631	0	117	117
2632	0	114	114
2633	0	106	106
2634	0	128	128
2635	0	101	101
2636	0	89	89
2637	0	104	104
2638	0	107	107
2639	0	113	113
2640	0	120	120
2641	0	128	128
2642	0	103	103
2643	0	109	109
2644	0	101	101
2645	0	108	108
2646	0	134	134
2647	0	119	119
2648	0	122	122
2649	0	112	112
2650	0	112	112
2651	0	91	91
2652	0	101	101
2653	0	104	104
2654	0	129	129
2655	0	103	103
2656	0	95	95
2657	0	110	110
2658	0	114	114
2659	0	111	111
2660	0	106	106
2661	0	95	95
2662	0	104	104
2663	0	91	91
2664	0	128	128
2665	0	98	98
2666	0	108	108
2667	0	98	98
2668	0	126	126
2669	0	94	94
2670	0	109	109
2671	0	102	102
2672	0	120	120
2673	0	98	98
2674	0	113	113
2675	0	103	103
2676	0	116	116
2677	0	123	123
2678	0	107	107
2679	0	107	107
2680	0	100	100
2681	0	125	125
2682	0	115	115
2683	0	129	129
2684	0	102	102
2685	0	107	107
2686	0	101	101
2687	0	101	101
2688	0	113	113
2689	0	120	120
2690	0	119	119
2691	0	98	98
2692	0	111	111
2693	0	120	120
2694	0	126	126
2695	0	99	99
2696	0	87	87
2697	0	105	105
2698	0	105	105
2699	0	109	109
2700	0	127	127
2701	0	115	115
2702	0	90	90
2703	0	124	124
2704	0	104	104
2705	0	101	101
2706	0	99	99
2707	0	99	99
2708	0	113	113
2709	0	130	130
2710	0	96	96
2711	0	119	119
2712	0	115	115
2713	0	116	116
2714	0	115	115
2715	0	119	119
2716	0	98	98
2717	0	105	105
2718	0	104	104
2719	0	120	120
2720	0	117	117
2721	0	117	117
2722	0	109	109
2723	0	102	102
2724	0	101	101
2725	0	117	117
2726	0	132	132
2727	0	106	106
2728	0	91	91
2729	0	92	92
2730	0	110	110
2731	0	106	106
2732	0	119	119
2733	0	125	125
2734	0	103	103
2735	0	115	115
2736	0	112	112
2737	0	94	94
2738	0	106	106
2739	0	101	101
2740	0	109	109
2741	0	125	125
2742	0	109	109
2743	0	96	96
2744	0	129	129
2745	0	117	117
2746	0	100	100
2747	0	122	122
2748	0	110	110
2749	0	100	100
2750	0	99	99
2751	0	98	98
2752	0	91	91
2753	0	111	111
2754	0	118	118
2755	0	108	108
2756	0	99	99
2757	0	112	112
2758	0	104	104
2759	0	126	126
2760	0	109	109
2761	0	114	114
2762	0	125	125
2763	0	93	93
2764	0	102	102
2765	0	112	112
2766	0	97	97
2767	0	119	119
2768	0	109	109
2769	0	113	113
2770	0	95	95
2771	0	109	109
2772	0	107	107
2773	0	96	96
2774	0	102	102
2775	0	113	113
2776	0	114	114
2777	0	96	96
2778	0	92	92
2779	0	100	100
2780	0	121	121
2781	0	93	93
2782	0	101	101
2783	0	87	87
2784	0	114	114
2785	0	93	93
2786	0	98	98
2787	0	132	132
2788	0	114	114
2789	0	88	88
2790	0	98	98
2791	0	107	107
2792	0	92	92
2793	0	108	108
2794	0	108	108
2795	0	93	93
2796	0	104	104
2797	0	109	109
2798	0	96	96
2799	0	115	115
2800	0	105	105
2801	0	107	107
2802	0	94	94
2803	0	89	89
2804	0	111	111
2805	0	100	100
2806	0	103	103
2807	0	110	110
2808	0	94	94
2809	0	101	101
2810	0	92	92
2811	0	99	99
2812	0	92	92
2813	0	101	101
2814	0	98	98
2815	0	95	95
2816	0	95	95
2817	0	105	105
2818	0	91	91
2819	0	100	100
2820	0	106	106
2821	0	93	93
2822	0	107	107
2823	0	101	101
2824	0	101	101
2825	0	100	100
2826	0	116	116
2827	0	103	103
2828	0	99	99
2829	0	104	104
2830	0	114	114
2831	0	102	102
2832	0	96	96
2833	0	91	91
2834	0	100	100
2835	0	99	99
2836	0	109	109
2837	0	105	105
2838	0	101	101
2839	0	92	92
2840	0	96	96
2841	0	90	90
2842	0	90	90
2843	0	103	103
2844	0	95	95
2845	0	83	83
2846	0	109	109
2847	0	96	96
2848	0	97	97
2849	0	70	70
2850	0	91	91
2851	0	111	111
2852	0	94	94
2853	0	114	114
2854	0	89	89
2855	0	76	76
2856	0	117	117
2857	0	114	114
2858	0	92	92
2859	0	107	107
2860	0	102	102
2861	0	100	100
2862	0	93	93
2863	0	102	102
2864	0	107	107
2865	0	94	94
2866	0	98	98
2867	0	103	103
2868	0	97	97
2869	0	119	119
2870	0	116	116
2871	0	100	100
2872	0	93	93
2873	0	94	94
2874	0	111	111
2875	0	106	106
2876	0	98	98
2877	0	99	99
2878	0	99	99
2879	0	93	93
2880	0	91	91
2881	0	88	88
2882	0	102	102
2883	0	88	88
2884	0	99	99
2885	0	112	112
2886	0	104	104
2887	0	85	85
2888	0	114	114
2889	0	98	98
2890	0	90	90
2891	0	110	110
2892	0	106	106
2893	0	95	95
2894	0	123	123
2895	0	115	115
2896	0	99	99
2897	0	109	109
2898	0	100	100
2899	0	94	94
2900	0	94	94
2901	0	105	105
2902	0	90	90
2903	0	105	105
2904	0	100	100
2905	0	89	89
2906	0	115	115
2907	0	83	83
2908	0	95	95
2909	0	100	100
2910	0	96	96
2911	0	95	95
2912	0	99	99
2913	0	95	95
2914	0	99	99
2915	0	76	76
2916	0	88	88
2917	0	103	103
2918	0	80	80
2919	0	101	101
2920	0	90	90
2921	0	99	99
2922	0	94	94
2923	0	87	87
2924	0	91	91
2925	0	112	112
2926	0	95	95
2927	0	98	98
2928	0	89	89
2929	0	102	102
2930	0	100	100
2931	0	88	88
2932	0	100	100
2933	0	107	107
2934	0	92	92
2935	0	104	104
2936	0	94	94
2937	0	98	98
2938	0	90	90
2939	0	104	104
2940	0	86	86
2941	0	100	100
2942	0	107	107
2943	0	82	82
2944	0	90	90
2945	0	93	93
2946	0	81	81
2947	0	96	96
2948	0	80	80
2949	0	100	100
2950	0	94	94
2951	0	95	95
2952	0	87	87
2953	0	101	101
2954	0	96	96
2955	0	99	99
2956	0	95	95
2957	0	93	93
2958	0	98	98
2959	0	103	103
2960	0	111	111
2961	0	87	87
2962	0	95	95
2963	0	108	108
2964	0	127	127
2965	0	98	98
2966	0	108	108
2967	0	83	83
2968	0	105	105
2969	0	106	106
2970	0	95	95
2971	0	84	84
2972	0	105	105
2973	0	98	98
2974	0	97	97
2975	0	91	91
2976	0	100	100
2977	0	103	103
2978	0	117	117
2979	0	93	93
2980	0	98	98
2981	0	104	104
2982	0	94	94
2983	0	114	114
2984	0	88	88
2985	0	114	114
2986	0	99	99
2987	0	90	90
2988	0	59	59
2989	0	92	92
2990	0	114	114
2991	0	89	89
2992	0	95	95
2993	0	94	94
2994	0	102	102
2995	0	98	98
2996	0	88	88
2997	0	82	82
2998	0	88	88
2999	0	109	109
3000	0	92	92
3001	0	88	88
3002	0	90	90
3003	0	83	83
3004	0	97	97
3005	0	95	95
3006	0	112	112
3007	0	92	92
3008	0	93	93
3009	0	95	95
3010	0	84	84
3011	0	100	100
3012	0	94	94
3013	0	92	92
3014	0	76	76
3015	0	102	102
3016	0	89	89
3017	0	90	90
3018	0	77	77
3019	0	89	89
3020	0	101	101
3021	0	105	105
3022	0	87	87
3023	0	80	80
3024	0	99	99
3025	0	94	94
3026	0	102	102
3027	0	98	98
3028	0	84	84
3029	0	84	84
3030	0	96	96
3031	0	103	103
3032	0	94	94
3033	0	86	86
3034	0	98	98
3035	0	88	88
3036	0	89	89
3037	0	96	96
3038	0	81	81
3039	0	73	73
3040	0	94	94
3041	0	86	86
3042	0	100	100
3043	0	82	82
3044	0	88	88
3045	0	90	90
3046	0	87	87
3047	0	94	94
3048	0	103	103
3049	0	90	90
3050	0	104	104
3051	0	98	98
3052	0	92	92
3053	0	104	104
3054	0	94	94
3055	0	89	89
3056	0	100	100
3057	0	82	82
3058	0	105	105
3059	0	98	98
3060	0	81	81
3061	0	90	90
3062	0	86	86
3063	0	80	80
3064	0	92	92
3065	0	84	84
3066	0	100	100
3067	0	69	69
3068	0	81	81
3069	0	84	84
3070	0	89	89
3071	0	100	100
3072	0	103	103
3073	0	88	88
3074	0	93	93
3075	0	105	105
3076	0	80	80
3077	0	84	84
